,Brand,ProductName,ProductScore,ReviewCount,ProductPrice,Category,UserReview
878,Adidas,Adidas X9000L4 ,90,12615,38,sneakers,4.5
879,Adidas,Adidas Pharrell Williams Tennis Hu ,91,8149,108,sneakers,4.6
880,Adidas,Adidas Wales Bonner ,90,5,190,sneakers,5.0
881,Adidas,Adidas Adimatic New ,81,16,88,sneakers,4.5
882,Adidas,Adidas Grand Court Alpha ,91,893,42,sneakers,4.6
884,Adidas,Adidas Postmove ,92,791,70,sneakers,4.6
887,Adidas,Adidas Breaknet ,85,3395,42,sneakers,4.3
888,Adidas,Adidas Orketro New ,74,8,160,sneakers,4.1
889,Adidas,Adidas Oznova New ,88,102,67,sneakers,4.4
891,Adidas,Adidas Superturf Adventure Sean Wotherspoon New ,90,6,106,sneakers,5.0
892,Adidas,Adidas 3MC ,89,24330,28,sneakers,4.4
894,Adidas,Adidas Koln ,75,19,110,sneakers,4.2
895,Adidas,Adidas ZX 500 RM ,91,369,60,sneakers,4.6
896,Adidas,Adidas ZX 750 HD ,93,185,35,sneakers,4.6
897,Adidas,Adidas VS Pace ,90,171704,44,sneakers,4.5
898,Adidas,Adidas ZX 8000 ,93,614,40,sneakers,4.6
899,Adidas,Adidas ZX 5000 ,86,8,95,sneakers,4.8
902,Adidas,Adidas 3MC Vulc ,89,19453,30,sneakers,4.5
903,Adidas,Adidas City Cup ,89,502,27,sneakers,4.4
904,Adidas,Adidas New York ,85,143,104,sneakers,4.3
906,Adidas,Adidas Nizza Hi ,92,536,60,sneakers,4.6
908,Adidas,Adidas Nizza RF ,87,1355,43,sneakers,4.4
909,Adidas,Adidas VRX Cup Low ,89,104,50,sneakers,4.5
910,Adidas,Adidas ZX Flux ADV X ,89,253,92,sneakers,4.4
911,Adidas,Adidas ZX 452 SPZL ,87,24,60,sneakers,4.8
912,Adidas,Adidas Daily 3.0 ,93,68910,39,sneakers,4.6
914,Adidas,Adidas Rod Laver ,87,1490,72,sneakers,4.3
915,Adidas,Adidas Nebzed ,89,5716,46,sneakers,4.5
916,Adidas,Adidas Nizza Hi RF ,91,1505,28,sneakers,4.5
917,Adidas,Adidas Nizza Low ,93,20522,25,sneakers,4.6
918,Adidas,Adidas Seeley ,92,95371,34,sneakers,4.6
920,Adidas,Adidas Samba ADV ,89,437,47,sneakers,4.4
921,Adidas,Adidas Crazy BYW ,92,55105,65,sneakers,4.6
922,Adidas,Adidas Campus 2 ,84,457,55,sneakers,4.2
923,Adidas,Adidas Tresc Run ,82,121,40,sneakers,4.1
925,Adidas,Adidas NMD_C2 ,84,326,70,sneakers,4.2
926,Adidas,Adidas Yeezy 700 v3 ,88,103,250,sneakers,4.4
927,Adidas,Adidas Seeley XT ,92,8247,23,sneakers,4.6
929,Adidas,Adidas Crazy BYW II ,88,129,140,sneakers,4.4
930,Adidas,Adidas Coast Star ,86,11380,45,sneakers,4.3
931,Adidas,Adidas Wilsy SPZL ,78,6,50,sneakers,4.3
933,Adidas,Adidas True Chill ,87,673,70,sneakers,4.4
934,Adidas,Adidas Kaptir 2.0 ,92,17670,48,sneakers,4.6
935,Adidas,Adidas Munchen ,92,2125,60,sneakers,4.6
936,Adidas,Adidas Lacombe ,91,179,60,sneakers,4.6
937,Adidas,Adidas Tobacco ,91,351,125,sneakers,4.6
938,Adidas,Adidas Adiease ,92,16728,38,sneakers,4.6
939,Adidas,Adidas 3ST.004 ,87,262,50,sneakers,4.4
940,Adidas,Adidas Temper Run ,92,247,30,sneakers,4.6
942,Adidas,Adidas Bermuda ,87,272,50,sneakers,4.4
944,Adidas,Adidas ZX Flux Weave ,91,784,55,sneakers,4.5
945,Adidas,Adidas Palace Pro ,88,8,115,sneakers,4.9
947,Adidas,Adidas Seeley ADV ,88,119,45,sneakers,4.4
948,Adidas,Adidas Torsion X ,87,88,50,sneakers,4.3
949,Adidas,Adidas Nizza Pride ,88,142,64,sneakers,4.4
950,Adidas,Adidas Lite Racer 2.0 ,90,13493,60,sneakers,4.5
952,Adidas,Adidas Kamanda 01 ,89,312,70,sneakers,4.4
953,Adidas,Adidas Lite Racer BYD ,92,18243,36,sneakers,4.6
954,Adidas,Adidas Yeezy Knit RNR ,90,11,159,sneakers,5.0
